STATISTIC Label,Year,Country,Sex,Origin or Destination,UNIT,VALUE,MigrationDirection,Total Migration
Estimated Migration (Persons in April),0.0936585811581694,All countries,Both sexes,Net migration,Thousand,4.052624758680537,0,4.146283339838706
Estimated Migration (Persons in April),0.0936585811581694,All countries,Both sexes,Emigrants: All destinations,Thousand,1.7444388343144457,0,1.838097415472615
Estimated Migration (Persons in April),0.0936585811581694,All countries,Both sexes,Immigrants: All origins,Thousand,6.373705576478841,1,7.46736415763701
Estimated Migration (Persons in April),0.0936585811581694,All countries,Male,Net migration,Thousand,2.105495850416404,0,2.1991544315745735
Estimated Migration (Persons in April),0.0936585811581694,All countries,Male,Emigrants: All destinations,Thousand,0.6290305524280384,0,0.7226891335862078
Estimated Migration (Persons in April),0.0936585811581694,All countries,Male,Immigrants: All origins,Thousand,3.3111683863283004,1,4.4048269674864695
Estimated Migration (Persons in April),0.0936585811581694,All countries,Female,Net migration,Thousand,1.3704869247802745,0,1.4641455059384438
Estimated Migration (Persons in April),0.0936585811581694,All countries,Female,Emigrants: All destinations,Thousand,0.538766298402549,0,0.6324248795607184
Estimated Migration (Persons in April),0.0936585811581694,All countries,Female,Immigrants: All origins,Thousand,2.4858952066666817,1,3.5795537878248513
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,Thousand,-0.07374113962755909,0,0.019917441530610314
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,Thousand,-0.20913752066579344,0,-0.11547893950762404
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,Thousand,0.2937633231905057,1,1.387421904348675
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Male,Net migration,Thousand,-0.2929543279751766,0,-0.19929574681700724
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,Thousand,-0.4219032622973046,0,-0.32824468113913524
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,Thousand,-0.13821560678862307,1,0.9554429743695463
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Female,Net migration,Thousand,-0.3574287951362406,0,-0.2637702139780712
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,Thousand,-0.36387624185234707,0,-0.2702176606941777
Estimated Migration (Persons in April),0.0936585811581694,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,Thousand,-0.14466305350472944,1,0.94899552765344
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,Thousand,2.4536579730861496,0,2.5473165542443192
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,Thousand,-0.42835070901341105,0,-0.33469212785524166
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,Thousand,2.6019492475565964,1,3.695607828714766
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,Thousand,1.3253547977675295,0,1.419013378925699
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,Thousand,-0.5121675163227942,0,-0.41850893516462484
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,Thousand,1.3898292649285937,1,2.483487846086763
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,Thousand,0.5452137451186552,0,0.6388723262768246
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,Thousand,-0.4863777294583686,0,-0.3927191483001992
Estimated Migration (Persons in April),0.0936585811581694,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,Thousand,0.6354779991441449,1,1.7291365803023142
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Both sexes,Net migration,Thousand,-0.11887326664030388,0,0.06844389567603491
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Both sexes,Emigrants: All destinations,Thousand,0.13902460200395209,0,0.3263417643202909
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Both sexes,Immigrants: All origins,Thousand,0.5967933188475064,1,1.7841104811638453
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Male,Net migration,Thousand,-0.30584922140738946,0,-0.11853205909105066
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Male,Emigrants: All destinations,Thousand,-0.23492730753021906,0,-0.04761014521388027
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Male,Immigrants: All origins,Thousand,0.035865454546249724,1,1.2231826168625886
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Female,Net migration,Thousand,-0.39611347543287906,0,-0.20879631311654026
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Female,Emigrants: All destinations,Thousand,-0.19624262723358063,0,-0.008925464917241832
Estimated Migration (Persons in April),0.1873171623163388,United Kingdom (1),Female,Immigrants: All origins,Thousand,-0.01571411918260152,1,1.1716030431337372
Estimated Migration (Persons in April),0.1873171623163388,United States,Both sexes,Net migration,Thousand,-0.4347981557295174,0,-0.2474809934131786
Estimated Migration (Persons in April),0.1873171623163388,United States,Both sexes,Emigrants: All destinations,Thousand,-0.37677113528455985,0,-0.18945397296822106
Estimated Migration (Persons in April),0.1873171623163388,United States,Both sexes,Immigrants: All origins,Thousand,-0.23492730753021906,1,0.9523898547861197
Estimated Migration (Persons in April),0.1873171623163388,United States,Male,Net migration,Thousand,-0.5315098564711135,0,-0.3441926941547747
Estimated Migration (Persons in April),0.1873171623163388,United States,Male,Emigrants: All destinations,Thousand,-0.46058794259394303,0,-0.2732707802776042
Estimated Migration (Persons in April),0.1873171623163388,United States,Male,Immigrants: All origins,Thousand,-0.41545581558119826,1,0.7718613467351405
Estimated Migration (Persons in April),0.1873171623163388,United States,Female,Net migration,Thousand,-0.4863777294583686,0,-0.2990605671420298
Estimated Migration (Persons in April),0.1873171623163388,United States,Female,Emigrants: All destinations,Thousand,-0.4863777294583686,0,-0.2990605671420298
Estimated Migration (Persons in April),0.1873171623163388,United States,Female,Immigrants: All origins,Thousand,-0.39611347543287906,1,0.7912036868834598
Estimated Migration (Persons in April),0.1873171623163388,Canada,Both sexes,Net migration,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Both sexes,Emigrants: All destinations,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Both sexes,Immigrants: All origins,Thousand,,1,1.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Male,Net migration,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Male,Emigrants: All destinations,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Male,Immigrants: All origins,Thousand,,1,1.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Female,Net migration,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Female,Emigrants: All destinations,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Canada,Female,Immigrants: All origins,Thousand,,1,1.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Both sexes,Net migration,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Both sexes,Emigrants: All destinations,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Both sexes,Immigrants: All origins,Thousand,,1,1.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Male,Net migration,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Male,Emigrants: All destinations,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Male,Immigrants: All origins,Thousand,,1,1.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Female,Net migration,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Female,Emigrants: All destinations,Thousand,,0,0.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Australia,Female,Immigrants: All origins,Thousand,,1,1.1873171623163388
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Both sexes,Net migration,Thousand,0.3195531100549313,0,0.5068702723712701
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Both sexes,Emigrants: All destinations,Thousand,0.7644269334662729,0,0.9517440957826117
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Both sexes,Immigrants: All origins,Thousand,1.6606220270050627,1,2.8479391893214014
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Male,Net migration,Thousand,-0.19624262723358063,0,-0.008925464917241832
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Male,Emigrants: All destinations,Thousand,0.2292888560294417,0,0.4166060183457805
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Male,Immigrants: All origins,Thousand,0.6096882122797191,1,1.797005374596058
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Female,Net migration,Thousand,-0.06084624619534627,0,0.12647091612099254
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Female,Emigrants: All destinations,Thousand,-0.04150390604702702,0,0.14581325626931177
Estimated Migration (Persons in April),0.1873171623163388,Other countries (23),Female,Immigrants: All origins,Thousand,0.47429183124148494,1,1.6616089935578238
Estimated Migration (Persons in April),0.1873171623163388,All countries,Both sexes,Net migration,Thousand,6.180282174995648,0,6.3675993373119875
Estimated Migration (Persons in April),0.1873171623163388,All countries,Both sexes,Emigrants: All destinations,Thousand,2.4085258460734047,0,2.5958430083897435
Estimated Migration (Persons in April),0.1873171623163388,All countries,Both sexes,Immigrants: All origins,Thousand,9.16545000455291,1,10.35276716686925
Estimated Migration (Persons in April),0.1873171623163388,All countries,Male,Net migration,Thousand,2.9243215833619165,0,3.1116387456782553
Estimated Migration (Persons in April),0.1873171623163388,All countries,Male,Emigrants: All destinations,Thousand,1.0803518225554865,0,1.2676689848718252
Estimated Migration (Persons in April),0.1873171623163388,All countries,Male,Immigrants: All origins,Thousand,4.581315389401261,1,5.7686325517176
Estimated Migration (Persons in April),0.1873171623163388,All countries,Female,Net migration,Thousand,2.672871161433767,0,2.860188323750106
Estimated Migration (Persons in April),0.1873171623163388,All countries,Female,Emigrants: All destinations,Thousand,0.7515320400340602,0,0.9388492023503989
Estimated Migration (Persons in April),0.1873171623163388,All countries,Female,Immigrants: All origins,Thousand,4.007492631667791,1,5.19480979398413
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,Thousand,0.506529064822017,0,0.6938462271383558
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,Thousand,-0.35098134842013423,0,-0.16366418610379543
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,Thousand,0.7321896998857409,1,1.9195068622020797
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Male,Net migration,Thousand,-0.07374113962755909,0,0.11357602268877971
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,Thousand,-0.47993028274226224,0,-0.29261312042592347
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,Thousand,0.02297056111403697,1,1.2102877234303757
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Female,Net migration,Thousand,-0.00281922575038865,0,0.18449793656595015
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,Thousand,-0.4412456024456239,0,-0.25392844012928506
Estimated Migration (Persons in April),0.1873171623163388,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,Thousand,0.13257715528784572,1,1.3198943176041844
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,Thousand,3.607750935269195,0,3.795068097585534
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,Thousand,-0.08018858634366545,0,0.10712857597267335
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,Thousand,4.104204332409387,1,5.2915214947257265
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,Thousand,1.71864904745002,0,1.9059662097663588
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,Thousand,-0.2736119878268574,0,-0.08629482551051862
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,Thousand,2.0216790431070204,1,3.208996205423359
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,Thousand,1.312459904335317,0,1.4997770666516557
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,Thousand,-0.3832185820006662,0,-0.19590141968432742
Estimated Migration (Persons in April),0.1873171623163388,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,Thousand,1.5058833058185086,1,2.6932004681348474
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Both sexes,Net migration,Thousand,0.18415672901669697,0,0.46513247249120515
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Both sexes,Emigrants: All destinations,Thousand,-0.08663603305977188,0,0.19433971041473633
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Both sexes,Immigrants: All origins,Thousand,0.6741626794407832,1,1.9551384229152915
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Male,Net migration,Thousand,-0.14466305350472944,0,0.13631268996977877
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Male,Emigrants: All destinations,Thousand,-0.3251915615557086,0,-0.0442158180812004
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Male,Immigrants: All origins,Thousand,0.1067873684234201,1,1.3877631118979283
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Female,Net migration,Thousand,-0.24782220096243188,0,0.033153542512076334
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Female,Emigrants: All destinations,Thousand,-0.33808645498792145,0,-0.05711071151341324
Estimated Migration (Persons in April),0.2809757434745082,United Kingdom (1),Female,Immigrants: All origins,Thousand,-0.009266672466495027,1,1.2717090710080132
Estimated Migration (Persons in April),0.2809757434745082,United States,Both sexes,Net migration,Thousand,-0.40900836886509184,0,-0.12803262539058363
Estimated Migration (Persons in April),0.2809757434745082,United States,Both sexes,Emigrants: All destinations,Thousand,-0.4219032622973046,0,-0.14092751882279642
Estimated Migration (Persons in April),0.2809757434745082,United States,Both sexes,Immigrants: All origins,Thousand,-0.25426964767853827,1,1.02670609579597
Estimated Migration (Persons in April),0.2809757434745082,United States,Male,Net migration,Thousand,-0.5379573031872199,0,-0.2569815597127117
Estimated Migration (Persons in April),0.2809757434745082,United States,Male,Emigrants: All destinations,Thousand,-0.46058794259394303,0,-0.17961219911943482
Estimated Migration (Persons in April),0.2809757434745082,United States,Male,Immigrants: All origins,Thousand,-0.42835070901341105,1,0.8526250344610972
Estimated Migration (Persons in April),0.2809757434745082,United States,Female,Net migration,Thousand,-0.4412456024456239,0,-0.16026985897111568
Estimated Migration (Persons in April),0.2809757434745082,United States,Female,Emigrants: All destinations,Thousand,-0.5379573031872199,0,-0.2569815597127117
Estimated Migration (Persons in April),0.2809757434745082,United States,Female,Immigrants: All origins,Thousand,-0.4025609221489854,1,0.8784148213255227
Estimated Migration (Persons in April),0.2809757434745082,Canada,Both sexes,Net migration,Thousand,-0.5186149630389006,0,-0.23763921956439243
Estimated Migration (Persons in April),0.2809757434745082,Canada,Both sexes,Emigrants: All destinations,Thousand,-0.5057200696066878,0,-0.2247443261321796
Estimated Migration (Persons in April),0.2809757434745082,Canada,Both sexes,Immigrants: All origins,Thousand,-0.44769304916173025,1,0.833282694312778
Estimated Migration (Persons in April),0.2809757434745082,Canada,Male,Net migration,Thousand,-0.5766419834838582,0,-0.29566624000935
Estimated Migration (Persons in April),0.2809757434745082,Canada,Male,Emigrants: All destinations,Thousand,-0.5379573031872199,0,-0.2569815597127117
Estimated Migration (Persons in April),0.2809757434745082,Canada,Male,Immigrants: All origins,Thousand,-0.5379573031872199,1,0.7430184402872884
Estimated Migration (Persons in April),0.2809757434745082,Canada,Female,Net migration,Thousand,-0.5186149630389006,0,-0.23763921956439243
Estimated Migration (Persons in April),0.2809757434745082,Canada,Female,Emigrants: All destinations,Thousand,-0.5444047499033262,0,-0.263429006428818
Estimated Migration (Persons in April),0.2809757434745082,Canada,Female,Immigrants: All origins,Thousand,-0.4863777294583686,1,0.7945980140161396
Estimated Migration (Persons in April),0.2809757434745082,Australia,Both sexes,Net migration,Thousand,-0.782960278399263,0,-0.5019845349247547
Estimated Migration (Persons in April),0.2809757434745082,Australia,Both sexes,Emigrants: All destinations,Thousand,0.09389247499120734,0,0.37486821846571555
Estimated Migration (Persons in April),0.2809757434745082,Australia,Both sexes,Immigrants: All origins,Thousand,-0.11887326664030388,1,1.1621024768342043
Estimated Migration (Persons in April),0.2809757434745082,Australia,Male,Net migration,Thousand,-0.782960278399263,0,-0.5019845349247547
Estimated Migration (Persons in April),0.2809757434745082,Australia,Male,Emigrants: All destinations,Thousand,-0.15755794693694225,0,0.12341779653756596
Estimated Migration (Persons in April),0.2809757434745082,Australia,Male,Immigrants: All origins,Thousand,-0.36387624185234707,1,0.9170995016221611
Estimated Migration (Persons in April),0.2809757434745082,Australia,Female,Net migration,Thousand,-0.5766419834838582,0,-0.29566624000935
Estimated Migration (Persons in April),0.2809757434745082,Australia,Female,Emigrants: All destinations,Thousand,-0.3251915615557086,0,-0.0442158180812004
Estimated Migration (Persons in April),0.2809757434745082,Australia,Female,Immigrants: All origins,Thousand,-0.3251915615557086,1,0.9557841819187995
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Both sexes,Net migration,Thousand,0.08099758155899447,0,0.36197332503350266
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Both sexes,Emigrants: All destinations,Thousand,0.05520779469456897,0,0.3361835381690772
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Both sexes,Immigrants: All origins,Thousand,0.7128473597374216,1,1.9938231032119298
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Male,Net migration,Thousand,-0.37032368856845344,0,-0.08934794509394522
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Male,Emigrants: All destinations,Thousand,-0.11887326664030388,0,0.1621024768342043
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Male,Immigrants: All origins,Thousand,0.08744502827510096,1,1.368420771749609
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Female,Net migration,Thousand,-0.12532071335641026,0,0.15565503011809795
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Female,Emigrants: All destinations,Thousand,-0.4025609221489854,0,-0.12158517867447721
Estimated Migration (Persons in April),0.2809757434745082,Other countries (23),Female,Immigrants: All origins,Thousand,0.04876034797846248,1,1.3297360914529706
Estimated Migration (Persons in April),0.2809757434745082,All countries,Both sexes,Net migration,Thousand,3.5690662549725563,0,3.8500419984470646
Estimated Migration (Persons in April),0.2809757434745082,All countries,Both sexes,Emigrants: All destinations,Thousand,2.5955018008404904,0,2.876477544314999
Estimated Migration (Persons in April),0.2809757434745082,All countries,Both sexes,Immigrants: All origins,Thousand,6.741210039296905,1,8.022185782771412
Estimated Migration (Persons in April),0.2809757434745082,All countries,Male,Net migration,Thousand,0.9965350152461031,0,1.2775107587206114
Estimated Migration (Persons in April),0.2809757434745082,All countries,Male,Emigrants: All destinations,Thousand,1.3318022444836362,0,1.6127779879581443
Estimated Migration (Persons in April),0.2809757434745082,All countries,Male,Immigrants: All origins,Thousand,2.898531796497491,1,4.179507539971999
Estimated Migration (Persons in April),0.2809757434745082,All countries,Female,Net migration,Thousand,1.9958892562425952,0,2.2768649997171035
Estimated Migration (Persons in April),0.2809757434745082,All countries,Female,Emigrants: All destinations,Thousand,0.6870575728729962,0,0.9680333163475043
Estimated Migration (Persons in April),0.2809757434745082,All countries,Female,Immigrants: All origins,Thousand,3.2595888125994494,1,4.540564556073958
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,Thousand,-0.14466305350472944,0,0.13631268996977877
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,Thousand,-0.07374113962755909,0,0.20723460384694914
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,Thousand,0.3582377903515697,1,1.6392135338260778
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Male,Net migration,Thousand,-0.38966602871677264,0,-0.10869028524226443
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,Thousand,-0.37032368856845344,0,-0.08934794509394522
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,Thousand,-0.18334773380136787,1,1.0976280096731403
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Female,Net migration,Thousand,-0.33808645498792145,0,-0.05711071151341324
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,Thousand,-0.2800594345429639,0,0.0009163089315443185
Estimated Migration (Persons in April),0.2809757434745082,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,Thousand,-0.03505645933092065,1,1.2459192841435875
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,Thousand,1.7057541540178072,0,1.9867298974923153
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,Thousand,0.0745501348428881,0,0.3555258783173963
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,Thousand,2.3569462723445533,1,3.6379220158190617
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,Thousand,0.33889545020325046,0,0.6198711936777587
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,Thousand,-0.15755794693694225,0,0.12341779653756596
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,Thousand,0.7644269334662729,1,2.045402676940781
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,Thousand,0.7837692736145921,0,1.0647450170891004
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,Thousand,-0.34453390170402787,0,-0.06355815822951966
Estimated Migration (Persons in April),0.2809757434745082,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,Thousand,1.0158773553944225,1,2.2968530988689304
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Both sexes,Net migration,Thousand,-0.5637470900516455,0,-0.18911276541896788
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Both sexes,Emigrants: All destinations,Thousand,0.2744209830421865,0,0.6490553076748641
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Both sexes,Immigrants: All origins,Thousand,0.2873158764743993,1,1.6619502011070768
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Male,Net migration,Thousand,-0.5959843236321775,0,-0.22134999899949986
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Male,Emigrants: All destinations,Thousand,-0.06084624619534627,0,0.3137880784373313
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Male,Immigrants: All origins,Thousand,-0.07374113962755909,1,1.3008931850051186
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Female,Net migration,Thousand,-0.5444047499033262,0,-0.16977042527064862
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Female,Emigrants: All destinations,Thousand,-0.24782220096243188,0,0.12681212367024572
Estimated Migration (Persons in April),0.3746343246326776,United Kingdom (1),Female,Immigrants: All origins,Thousand,-0.2155849673818999,1,1.1590493572507776
Estimated Migration (Persons in April),0.3746343246326776,United States,Both sexes,Net migration,Thousand,-0.6411164506449222,0,-0.2664821260122446
Estimated Migration (Persons in April),0.3746343246326776,United States,Both sexes,Emigrants: All destinations,Thousand,-0.3122966681234959,0,0.062337656509181716
Estimated Migration (Persons in April),0.3746343246326776,United States,Both sexes,Immigrants: All origins,Thousand,-0.3832185820006662,1,0.9914157426320114
Estimated Migration (Persons in April),0.3746343246326776,United States,Male,Net migration,Thousand,-0.6282215572127094,0,-0.25358723258003185
Estimated Migration (Persons in April),0.3746343246326776,United States,Male,Emigrants: All destinations,Thousand,-0.4347981557295174,0,-0.060163831096839815
Estimated Migration (Persons in April),0.3746343246326776,United States,Male,Immigrants: All origins,Thousand,-0.47993028274226224,1,0.8947040418904153
Estimated Migration (Persons in April),0.3746343246326776,United States,Female,Net migration,Thousand,-0.5959843236321775,0,-0.22134999899949986
Estimated Migration (Persons in April),0.3746343246326776,United States,Female,Emigrants: All destinations,Thousand,-0.46058794259394303,0,-0.08595361796126544
Estimated Migration (Persons in April),0.3746343246326776,United States,Female,Immigrants: All origins,Thousand,-0.47993028274226224,1,0.8947040418904153
Estimated Migration (Persons in April),0.3746343246326776,Canada,Both sexes,Net migration,Thousand,-0.5895368769160709,0,-0.21490255228339333
Estimated Migration (Persons in April),0.3746343246326776,Canada,Both sexes,Emigrants: All destinations,Thousand,-0.5057200696066878,0,-0.1310857449740102
Estimated Migration (Persons in April),0.3746343246326776,Canada,Both sexes,Immigrants: All origins,Thousand,-0.5121675163227942,1,0.8624668083098834
Estimated Migration (Persons in April),0.3746343246326776,Canada,Male,Net migration,Thousand,-0.5895368769160709,0,-0.21490255228339333
Estimated Migration (Persons in April),0.3746343246326776,Canada,Male,Emigrants: All destinations,Thousand,-0.5379573031872199,0,-0.1633229785545423
Estimated Migration (Persons in April),0.3746343246326776,Canada,Male,Immigrants: All origins,Thousand,-0.5508521966194326,1,0.8237821280132449
Estimated Migration (Persons in April),0.3746343246326776,Canada,Female,Net migration,Thousand,-0.5766419834838582,0,-0.2020076588511806
Estimated Migration (Persons in April),0.3746343246326776,Canada,Female,Emigrants: All destinations,Thousand,-0.5379573031872199,0,-0.1633229785545423
Estimated Migration (Persons in April),0.3746343246326776,Canada,Female,Immigrants: All origins,Thousand,-0.5379573031872199,1,0.8366770214454577
Estimated Migration (Persons in April),0.3746343246326776,Australia,Both sexes,Net migration,Thousand,-0.8345398521281142,0,-0.4599055274954366
Estimated Migration (Persons in April),0.3746343246326776,Australia,Both sexes,Emigrants: All destinations,Thousand,0.13902460200395209,0,0.5136589266366297
